PRO;Die Idee des Bachelorstudiums ist, die Gesamtnote aus zahlreichen Einzelleistungen zusammenzusetzen, um die Endnote zu generieren. Dies entspricht auch eher der späteren Arbeitswelt, in der Leistung nicht singulär, sondern regelmäßig und über längere Zeit hinweg erbracht werden soll. Daher macht es Sinn, dass die Bachelorarbeit nur einen relativ kleinen Teil der Endnote ausmacht (15 von 120 SP). Allerdings differiert der unterschiedliche Aufwand für die einzelnen, teils gleichwertigen Module stark. Es wäre also sinnvoll, den Aufwand der Abschlussarbeit(en) entsprechend anzupassen.
PRO;Die Mietpreise sollten bei einem Mieterwechsel durch eine Höchstgrenze limitiert sein. Zwar wollen die Vermieter möglichst viel verdienen und viele sind dem Marktprinzip entsprechend auch bereit die höheren Mieten zu zahlen, aber dass Menschen mit gleichem Einkommen plötzlich mehr zahlen sollen und nicht mehr in der selben Wohnung leben dürfen, scheint unplausibel. Die Gentrifizierung zerstört ganze Stadtteile und deren Kultur.
CONTRA;Die Wahl des behandelnden Arztes steht dem Patienten frei. Jedoch ist das Geld der Gesundheitskassen eine Gemeinschaftsleistung aller Beitragszahler. Sie sollten nicht für persönliche Vorlieben ohne nachweislichen Nutzen aufgewendet werden. Die Wirkung vieler Naturheilmittel ist nicht erwiesen. Daher sollten keine ungeprüften und unanerkannten Behandlungen bei Naturheilkundlern von den Kassen erstattet werden.
CONTRA;Es ist erstrebenswert, dass niemand sein Vermögen am Fiskus vorbeischleust. Wer dies doch tut oder versucht, sollte nach Möglichkeit zur Rechenschaft gezogen werden. Andererseits werden aus staatlichen Mitteln zahlreiche sinnfreie Investitionen verschwendet, sodass dieser ideell in vielen Bereichen nicht unterstützenswert erscheint. Zudem ist der Handel mit Informationen offensichtlich von Profitgier getrieben. Steuerdaten, die nicht kostenfrei zur Verfügung gestellt werden, sollten daher nicht vom Staat gekauft werden.
CONTRA;Die Olympischen Disziplinen entspringen alten Traditionen. Andererseits haben die Olympische Disziplinen zudem einen kulturell bedingten Charakter. Unsere Gesellschaft ist stark von Computern geprägt und digitalisiert. Jedoch ist Sport im Allgemeinen mit körperlicher Ertüchtigung verbunden. Da aber auch Skat, Schach etc. nicht als Olympische Disziplinen geführt werden, sollten auch Computerspiele nicht als Olympische Disziplinen anerkannt werde.
CONTRA;In Deutschland sollten keine Studiengebühren verlangt werden. Studieren und weiterbildendes Studium muss ein Grundrecht eines jeden Menschen sein. Studiengebühren bedingen eine Verlängerung der Studienzeiten. Das kostet!
CONTRA;Nein, das Rentenalter sollte wieder auf 65 Jahre erhöht werden. Die Menschen werden im Durchschnitt älter, sie sind damit aber im Durchschnitt nicht kränker und nicht dümmer. Ohne sie würden wir auf ein großes Maß an gesammelten Erfahrungen verzichten. Außerdem müssten mehr Beschäftigungsangebote für die Senioren bereitgestellt werden.
CONTRA;"Kein Mensch oder menschliches Gremium sollte wieder die Erlaubnis bekommen, über ""Leben oder Tod"" zu entscheiden. Auch Gerichte unterliegen menschlichen Irrtümern. Deshalb sollte Deutschland die Todesstrafe nicht einführen! Jeder Mensch, auch der, der ein verurteilungswürdiges Verbrechen begangen hat, kann sich zu einer bereuenden Meinungsänderung durchringen. Einer Wiedergutmachung muss eine Tür offengehalten werden."
PRO;Dem Mietwucher sollte durch Begrenzung der Mietpreiserhöhung bei Wohnungswechsel ein Riegel vorgeschoben werden. Denn bezahlbarer Wohnraum ist knapp. Zudem ist ein hoher Luxusgrad (teure Wohnungen) für die Mehrheit der Menschen nicht notwendig, sondern vielmehr eine Wohnung überhaupt. Außerdem muss jeder in seinem Leben ca. 3-10 Mal umziehen, weil sich die Größe der gewünschten Wohnung im Laufe eines Lebens ändert.
PRO;Seit Menschen gedenken gibt es Naturheilpraktiken, sie waren nicht generell wirkungslos. Die Verringerung von chemisch hergestellten Medikamenten pro Person ist auf jeden Fall wünschenswert. Der Pharmaindustrie kann dies nur wenig Schaden bringen, auch die Schulmedizin wird kaum darunter leiden. Der Patient könnte daraus lernen, gesünder und bewusster mit seinem Körper umzugehen.
PRO;Die gesetzlichen Krankenkassen sollten auch Behandlungen beim Natur- oder Heilpraktiker zahlen. Deren Behandlungsmethoden und -Erfolge sind zwar nicht hinreichend erforscht oder nachgewiesen. Doch viele Patienten empfinden subjektiv eine Linderung oder Heilung ihrer Beschwerden, wodurch letztlich auch Kosten für Behandlungen und Medikamente der klassischen Medizin eingespart werden. Auch die (kassen-)ärztliche Kunst ist in vielen Fällen nicht erfolgreich und zudem mit erheblichen Risiken und Nebenwirkungen verbunden.
CONTRA;Die Todesstrafe sollte weltweit abgeschafft werden. Aus christlicher und humanistischer Sicht ist es nicht erlaubt, jemanden zu töten. Befürworter der Todesstrafe setzen auf die abschreckende Wirkung sowie die endgültige Eliminierung einer potentiellen Gefahr. Offensichtlich kann aber auch die drohende Todesstrafe in entsprechenden Ländern nicht verhindern, dass es Mord und Gewaltverbrechen gibt. Zudem stellt sich immer wieder heraus, dass auch Menschen unschuldig verurteilt oder hingerichtet wurden.
CONTRA;Die Universitäten in Deutschland sollten auf keinen Fall Studiengebühren erheben. Dadurch würde finanziell schwächer Gestellten der Zugang erschwert oder verwehrt. Die erhofften Ziele von Studiengebühren können auf andere Weise erreicht werden. Als Motivation für eine straffere Studiendisziplin gibt es andere Instrumentarien. Und zur Finanzierung sollte u. a. geprüft werden, wie bei Studenten aus anderen (Bundes-) Ländern die Kosten von diesen zu erstatten sind.
CONTRA;Der Rundfunkbeitrag kann nur von allen Bürgern/Haushalten gleichermaßen eingefordert werden. Kritiker führen an, dass sie das Angebot der Öffentlich Rechtlichen Sender gar nicht nutzen würden. Ich bezweifle zwar, dass es überhaupt jemanden gibt, der niemals ein Angebot der Öffentlich Rechtlichen Sender zumindest indirekt nutzt. Es ist jedoch nicht möglich, dies zu kontrollieren, um differenzierte Gebühren zu erheben. Ebenso, wie andere Angebote der Kultur oder Infrastruktur, sind auch die Öffentlich Rechtlichen Sender unabhängig davon zu finanzieren, ob der Einzelne dieses Angebot nutzt oder nicht.
CONTRA;An unseren Schulen sollten keine Schul-Uniformen getragen werden. Sie bieten zwar den Vorteil, dass die Konkurrenz von Markenkleidung und die Benachteiligung sozial Schwacher verhindert werden. Dennoch möchte kaum jemand sich oder seine Kinder in Einheits-Uniform kleiden. Zudem stehen solche Uniformen auch für eine ideologische Gleichschaltung und für die Unterdrückung einer individuellen Persönlichkeitsentfaltung.
CONTRA;In Deutschland sollte man die Todesstrafe nicht wieder einführen, da sich niemand das Recht anmaßen kann, über Leben oder Tod eines anderen Menschen zu entscheiden. Die Todesstrafe wird keinen anderen von einer Untat abhalten. Jedem muss die Gelegenheit gegeben werden, sein Gewissen zu schärfen und seine Tat möglichst wieder gutzumachen.
PRO;Für Hundehaufen auf Gehwegen sollte die Geldbuße erhöht werden. Hundehaufen sind eklig und ein hygienisches Problem. Auch Kinder, Erwachsene und andere Tiere dürfen keine Haufen auf die Gehwege setzen. Entsorgt man die Haufen selbst und sofort, ist eine Geldbuße nicht erforderlich.
PRO;Ich halte eine Randbebauung des Tempelhofer Feldes aus städtebaulichen Gründen für richtig, da das Areal mitten in der Stadt (Hauptstadt) liegt. Die Größe des Feldes lässt sowohl Wohnbebauung als auch großzügige Freiräume zu.
CONTRA;Studiengebühren dürften nicht generell an Universitäten erhoben werden. Universitäten sind für alle Bürger da, unabhängig vom Geldbeutel. Bildung und Ausbildung sind Grundrechte, die der Staat, die Gesellschaft leisten müssen. Fehlt den Universitäten Geld, muss nach Sponsoren gesucht werden. Leider kann dies in manchen Fällen zu unliebsamen Abhängigkeiten führen.
PRO;Naturheilverfahren sind in vielen Bereichen erwiesene gesundheitsfördernde Behandlungsmethoden, die häufig preiswerter als Medikamente der Schulmedizin sind, die ja auch bezahlt werden. Oft sind Naturheilverfahren für die Patienten nicht so sehr belastend. Diese Heilverfahren können durch das aktive Mittun der Patienten häufig Besserung des Zustandes bewirken. Die Kassen müssen befähigt werden, die Entscheidung des Arztes für eine Naturheilbehandlung anzuerkennen und auch zu bezahlen.
PRO;Videospiele sollten in den Reigen der Olympischen Disziplinen aufgenommen werden. Die Leistungen, die dem Spieler teilweise abverlangt werden, sind immens und durchaus mit sportlicher Anstrengung zu vergleichen. Es werden durch verschiedene Spiele auch verschiedene Fähigkeiten gefördert und gefordert, so z.B. Planungsfähigkeit, Reaktionsschnelligkeit und Kombinationsfähigkeit, um nur einige zu nennen. Einige Videospiele sind bezüglich ihrer Anforderungen zwar nicht sportlich relevant, doch sollte dieses Problem durch eine klar strukturierte Vorauswahl gelöst werden können.
PRO;"Die ""Pille danach"" sollte rezeptfrei in der Apotheke erhältlich sein. Auch mit modernsten Verhütungsmethoden kann es zu Fehlern und Problemen kommen und eine ungewollte Schwangerschaft kann sowohl für die Eltern als auch das Kind eine schwere Belastung für den Rest des Lebens darstellen. Manche befürchten einen zu sorglosen Umgang mit solchen Mitteln, doch sollte diesem Problem lieber mit ausführlicher, vorheriger Aufklärung begegnet werden."
PRO;Schuluniformen sollten an unseren Schulen wieder eingeführt werden. Dies sorgt in unserer stark auf wirtschaftlichen Erfolg ausgerichteten Gesellschaft für eine zumindest oberflächliche Gleichmachung, was Diskriminierung finanziell und/oder sozial schlechter gestellter Kinder reduzieren kann. Außerdem erleichtert es das Finden von Schulschwänzern, die sich vielleicht ein paar letzte Schulstunden sparen wollen. Uniformen rufen immer sogleich die Angst vor Verlust der Individualität hervor, doch ist das, was an heutigen Schulen fehlt, eher der echte Gemeinschaftssinn, der durch ein gleiches gemeinsames Auftreten unter Umständen gestärkt wird.
PRO;Die EU sollte auf das politische Geschehen in der Ukraine Einfluss nehmen. Die Entwicklungen in diesem Konflikt sollten nicht allein den ehemaligen Kalter-Kriegs-Opponenten überlassen werden, denn dieser Kurs kann nur in irgendeiner Weise zur Eskalation führen. Die Ukraine liegt der EU außerdem sowohl kulturell als auch geographisch viel näher als andere Länder, in denen sich die EU engagiert (hat). Zwar mag man meinen, dass ein Land mit den internen politischen Umwälzungen selbst fertig werden muss, doch bringt politische Macht auch politische Verantwortung, in diesem Fall die Verantwortung, das ukrainische Volk vor der zu starken Einflussnahme der beiden Großmächte zu schützen.
PRO;Es sollte viel höhere Geldstrafen für auf Gehwegen hinterlassene Hundehaufen geben. In einen Hundehaufen zu treten ist eine widerliche und den Tag ungemein verderbende Sache, verursacht durch den Dreck, den Gestank und den teilweise sehr großen Aufwand des Entfernens. Außerdem sind die Strafen für öffentliches Urinieren eines Menschen höher als für das Liegenlassen eines Hundehaufens auf dem Gehsteig, was unangemessen ist. Manche Hundebesitzer meinen, das Zahlen von Hundesteuer bezahle auch die Beseitigung derartiger Verschmutzungen, doch würde man dieser Logik folgen, so wäre der steuerzahlende Bürger für kaum mehr ein Delikt zur Verantwortung zu ziehen.
PRO;Geheimdienste müssen stärker kontrolliert werden, um ein zu ausuferndes Überwachen zu verhindern. Geheimdienste neigen nämlich zu einem Eigenleben (Staat im Staate), das für demokratische Staaten unverantwortbar wäre. Zudem greifen Geheimdienste in die Privatsphäre der Bürger massiv ein und müssen schon deshalb stark kontrolliert werden, um Missbrauch zu verhindern. Parlamentarische Kontrolle macht aber die Arbeit von Geheimdiensten schwieriger denn sie gefährdet die Verschwiegenheit und Sicherheit von geheimen Daten und V-Männern.
CONTRA;Der Staat darf ein medizinisches Produkt bzw. eine medizinische Behandlung nicht aus moralischen Gründen einschränken, solange sie niemand anderen schädigt. Aber ohne Rezeptpflicht fällt auch die ärztliche Beratung vor der Einnahme weg. Da die Auswirkungen der Pille danach, gerade wegen ihrer überwiegend abtreibenden Wirkung, so massiv sind, wäre eine Abgabe ohne ärztliche Beratung unverhältnismäßig. Ein leichterer Zugang zur Pille danach könnte außerdem dazu führen, dass sie als bequemerer Weg gegenüber anderen Verhütungsmethoden erscheint, die gesundheitlich aber weniger Folgewirkungen haben. Beispielsweise könnte die Pille danach den Einsatz von Kondomen zurückgehen lassen und so die Aidsneuansteckungen steigen lassen.
PRO;Berlin Tegel ist als zentrumsnaher Flughafen gerade für Geschäftsreisende attraktiv und sollte unbedingt offen bleiben. Er ist ein Wirtschaftsfaktor. Die negativen Auswirkungen des Flugverkehrs sind aber beachtlich. Flugverkehr ist stark umweltschädlich. Ganz speziell in Tegel haben die Anwohner Jahrzehnte die Belastungen des Fluglärms ertragen.
CONTRA;Durch den Ankauf von illegal erworbenen Steuerdaten von Bürgern macht sich der Staat selbst nicht nur zum Verbrecher, sondern bezahlt auch noch Kriminelle. Zudem ist der Ankauf solcher CDs ist heute unnötig, da viele Banken wegen geänderter Geschäftsbedingungen ihre Kunden selbst drängen sich anzuzeigen. Ein Ankauf von CDs mit Steuerdaten von Steuersündern kommt daher nicht in Frage. Unbestritten ist aber, dass der Staat durch den Ankauf den Druck auf Steuersünder erhöht, sich selbst anzuzeigen.
PRO;Geheimdienste genießen scheinbar willkürliche Freiheiten. Niemand kann ihre Tätigkeiten im Detail nachvollziehen. Zwar ist eine gewisse Geheimhaltung Basis für die Arbeit der Geheimdienste. Eine unkontrollierte Arbeit der Geheimdienste birgt aber die Gefahr des Missbrauchs ihrer Kompetenzen. Daher müssen Geheimdienste im Rahmen von parlamentarischen Kontrollausschüssen kontrolliert werden.
CONTRA;"Die ""Pille danach"" hat eine Vielzahl von Nebenwirkungen. Eine differenzierte Auseinandersetzung mit Nebenwirkungen ist vom Laien ohne ärztliche Beratung nicht zu leisten. Jedoch sind diese auf der Verpackungsbeilage ohne weiteres nachzulesen und der Wunsch des frühen Schwangerschaftsabbruchs ein Recht einer jeden Frau. Die ""Pille danach"" sollte nur nach Beratung durch einen Arzt oder einen Apotheker verschrieben werden."
CONTRA;Jeder deutsche Bürger hat ein Recht auf Bildung. Qualität an Universitäten hat ihren Preis, weshalb auch die Studenten an diesem Kostenfaktor beteiligt werden sollten. Aber Bildung darf in Wohlstandsgesellschaften wie Deutschland keine Frage des Geldes sein. Daher sollten Universitäten in Deutschland keine Studiengebühren verlangen.
CONTRA;Die Bachelor-Arbeit spiegelt inhaltlich wie methodisch die erlernten Inhalte des Studiums wieder. Aber man kann sich in der Bachelor-Arbeit mal irren. Wenn diese stärker gewichtet wird, könnte das viele gute Einzelleistungen des Studiums stark überdecken. Eine gute Benotung der Arbeit hängt zudem auch entscheidend von der Betreuung durch einen engagierten Dozenten ab. Aufgrund von zu vielen Zufallsparametern sollte die Bachelor-Arbeit keine größere Rolle spielen.
CONTRA;Die alternde deutsche Gesellschaft unterliegt einem demographischen Wandel und das Alter der körperlichen und geistigen Gesunden nimmt nachhaltig zu. Daher nehmen die Kosten für die Sozialsysteme und die Rente zu. Jedoch sollte niemand mehr als 40 Jahre arbeiten müssen. Eine Anhebung des relativen Rentenalters anhand der körperlichen Gesundheit des Durchschnittsbürgers ist angemessen.
CONTRA;Durch das vermehrte Öffnen an Sonn- und Feiertagen steigt die Beschäftigungszahl und -zeit. Allerdings werden hauptsächlich nur Aushilfen (also Studenten, Schüler, etc.) eingestellt, sodass dies kaum Auswirkung auf Vollzeitbeschäftigte bzw. die Arbeitslosenzahl hat. Zudem leidet das Familien- und Privatleben massiv unter dieser Verkürzung und Verschiebung der festen Ruhezeiten. Außerdem können sich nur große Unternehmen die zusätzlichen Personalkosten leisten. Aus diesen Gründen sollte es Supermärkte und Einkaufszentren nicht erlaubt sein, an beliebigen Sonn- und Feiertagen zu öffnen.
CONTRA;Obwohl sich die Arbeitsdichte in vielen Berufen immer mehr verdichtet und der personelle Verschleiß physisch und psychisch immer mehr steigt, sollte das Rentenalter in Zukunft nicht weiter bei nur 63 Jahren liegen. Denn durch die niedrige Geburtenrate wächst der Anteil der alten Bevölkerung und damit die Rentenkosten immer mehr und außerdem sind durch die heutige Medizin in vielen Berufssparten die meisten Menschen auch im hohen Alter noch einsatzfähiger als früher.
CONTRA;Viele Menschen erfahren nachweislich durch Natur- und Heilpraktiker deutliche Linderung der Symptome und des Krankheitsgrades. Allerdings gibt es keine nachweislichen Daten, dass diese Heilung nicht nur auf dem Placebo-Effekt beruht. Außerdem sind viele Tätigkeiten in dieser Sparte keine geschützten Berufe, sodass Scharlatane und Schwindler, unbemerkt für die Patienten, diese ausüben können. Deshalb sollten die gesetzlichen Krankenkassen diese Behandlungen nicht bezahlen. Es wäre jedoch denkbar, seitens des Staates mehr in die Ausbildung und Kontrolle dieser Berufssparte zu investieren.
PRO;In Berlin herrscht seit Jahren Wohnungsmangel, sodass eine Nutzung des Tempelhofer Feldes, das viel Freiraum bietet und zurzeit kaum bebaut ist, als Wohnraum eine sinnvolle Idee ist. Da die Fläche dem Land bzw. dem Bund gehört, könnte es sogar für sozialen Wohnungsbau mit bezahlbaren Mietpreisen genutzt werden. Allerdings ist das Feld momentan für viele Besucher und Berliner, gerade im Frühling und Sommer, zu einem attraktiven Freizeitpark mit Sportmöglichkeiten geworden. Wenn man einen Kompromiss aus Grünfläche und sozialem Wohnungsgebiet finden würde, sollte das Tempelhofer Feld auf jeden Fall für den Wohnungsbau zur Verfügung stehen.
PRO;Da ich selbst Apotheker bin, spreche ich mich absolut für das rezeptfreie Erhalten der „Pille danach“ in der Apotheke aus. Aus medizinischer Sicht gesehen, ist die „Pille danach“ am wirksamsten, wenn sie möglichst schnell nach dem Verkehr eingenommen wird. Wenn jedoch immer erst ein Gang zum Arzt (mit Fahr- und Wartezeiten, möglichem Schamgefühl, etc.) nötig ist, führt dies zu mehr ungewollten Schwangerschaften. Viele Gegner der Pille führen jedoch an, dass damit die Beratung des Arztes wegfällt und viele Frauen sie unnötig einnehmen. Allerdings ist es so, dass wir Apotheker gesetzlich dazu verpflichtet sind, die Patienten aufzuklären und dasselbe Fachwissen besitzen, wie Ärzte.
PRO;Der Bruch des Völkerrechts sollte wohl mehr als genug sein, um über eine Reaktion nachzudenken! Die Menschheit hat in ihrer Geschichte genug Fehler gemacht, indem sie zulange gewartet hat und als sie dann reagierte, blieb meist nur noch der Krieg. Allerdings kann in unserer zivilisierten Welt, in einem demokratischen Land, das Volk wohl über sich selbst bestimmen, solange die Motivation dieser Menschen nicht von Propaganda, Korruption und militärischem Druck ausgelöst werden. Da aber in Russland neben Gas und Öl nur Propaganda und Korruption herrschen, sollte sich die EU schleunigst einmischen!
CONTRA;"Mit 63 in Rente, das hat sich wohl jeder verdient, der bis hierhin (ununterbrochen) geschuftet hat. Nur bleibt die Frage, ob es mit der frühen ""Freizeit"" schöner wird, wenn man nicht weiß, was man den ganzen Tag machen soll und statistisch noch knapp 20 (!!!) Jahre zu leben hat? Auch übernimmt man so keine Verantwortung für die Gesellschaft, wenn man aus persönlichen/privaten Gründen seine erfahrene, gesunde und qualitativ hochwertige Arbeitsfähigkeit früher als nötig aufgibt. Gerade jetzt, da Fachkräftemängel auftreten, ist es unverantwortlich für die Wirtschaft und den Wohlstand mit 63 in Rente zu gehen."
PRO;Videospiele, bei mir namentlich FIFA, können junge Menschen stundenlang, intensiver und emotionaler begeistern als jeder Sport der Welt! Es wäre richtig, sie auch zu einer olympischen Disziplin zu machen. Vielleicht ist es für einen Zuschauer weniger spannend, als für den Spieler selbst, aber auch für aktuelle olympische Disziplinen, ich erinnere mich zuletzt an Curling oder 50 km Ski-Langlauf, muss man mehr als ein Freak sein, sich das länger als in der Zusammenfassung reinzuziehen. Außerdem ist die Hürde, Videospiele olympisch zu machen minimal, braucht es ja nicht mal Dopingkontrollen, sondern nur eine neutrale Konsole. Und körperliche, geistige und insbesondere mentale Fähigkeiten verlangt so manches Videospiel, wenn ich an das Finale des letzten Fifa-Turniers denke, mehr ab, als eine Kugel 20 Meter weit zu stoßen.
CONTRA;Mietpreise sind bereits heute aufgrund bestehender Gesetze und des Mietspiegels zugunsten der Mieter stark reguliert. Angesichts der hohen Kaufpreise für Wohnungen mit bestehenden Mietverträgen sind diese ein unattraktives Investment. Auch wenn man meinen könnte, dass man neben dem Mieterschutz einen zusätzlichen Neumieterschutz benötigt, sollte man einem langjährigen Eigentümer nicht die Chance auf Angleichung seiner Rendite auf Marktniveau verwehren. Eine Begrenzung der Mietpreiserhöhung bei Mieterwechsel ist daher nicht zu befürworten.
PRO;Eigentümergeführte Geschäfte werden möglicherweise von der zusätzlichen Arbeitszeit an Sonn- und Feiertagen überfordert, allerdings dominieren bereits heute Supermärkte und große Einkaufszentren den Markt. So können auch kleinere Geschäfte von der zusätzlichen Freiheit profitieren, da die Kunden am Sonntag im Durchschnitt entspannter einkaufen. Eine Öffnung an Sonn- und Feiertagen würde daher Kunden und Geschäften helfen.
CONTRA;Höhere Geldstrafen für Hundehaufen sind sinnlos, solange es nicht genügend Personal gibt, um sie durchzusetzen. Im Einzelfall mögen sie tatsächlich auch abschreckend wirken, im Allgemeinen wird aber eine sehr saubere Umgebung und die Vorbildwirkung von anderen den Hundehalter eher zum Einsammeln der Häufchen veranlassen, als eine potentielle Strafe.
